Provincia,Partido,Localidad,Link Indec,Hasta 512 kbps,Entre 512 Kbps y 1 Mbps,Entre 1 Mbps y 6 Mbps,Entre 6 Mbps y 10 Mbps,Entre 10 Mbps y 20 Mbps,Entre 20 Mbps y 30 Mbps,Mas de 30 Mbps,Otros
BUENOS AIRES,Tigre,Rincón de Milberg,6805010,0,42,198,303,287,22,2692,1
BUENOS AIRES,Tigre,Tigre,6805010,5,71,846,266,143,2719,2909,24
BUENOS AIRES,Tordillo,General Conesa,6812010,0,0,281,5,36,0,0,9
BUENOS AIRES,Tordillo,Villa Roch,6812010,0,0,6,0,0,0,0,5
BUENOS AIRES,Tornquist,Saldungaray,6819020,0,0,0,466,0,0,0,98
BUENOS AIRES,Tornquist,Sierra de la Ventana,6819030,0,0,0,424,582,96,5,0
BUENOS AIRES,Tornquist,Tornquist,6819040,0,2,36,1764,302,354,98,2
BUENOS AIRES,Tornquist,Villa Serrana La Gruta,6819060,0,0,0,119,0,0,0,0
BUENOS AIRES,Tornquist,Villa Ventana,6819070,0,0,475,0,0,0,0,0
BUENOS AIRES,Trenque Lauquen,30 de Agosto,6826040,0,0,1300,1260,0,0,0,0
BUENOS AIRES,Trenque Lauquen,Girodias,6826020,0,0,2,0,0,0,0,0
BUENOS AIRES,Trenque Lauquen,La Carreta,6826030,0,0,2,0,0,0,0,0
BUENOS AIRES,Trenque Lauquen,OTROS,Sin Datos,4,0,0,0,0,0,0,0
BUENOS AIRES,Trenque Lauquen,Trenque Lauquen,6826050,1,19,4202,6813,267,4795,700,0
BUENOS AIRES,Trenque Lauquen,Trongé,6826060,0,0,2,0,0,0,0,0
BUENOS AIRES,Tres Arroyos,Claromecó,6833020,0,0,269,833,589,32,1,0
BUENOS AIRES,Tres Arroyos,Copetonas,6833030,0,0,1,88,0,1,0,0
BUENOS AIRES,Tres Arroyos,Lin Calel,6833040,0,0,0,0,11,0,0,0
BUENOS AIRES,Tres Arroyos,Micaela Cascallares  (Est. Cascallares),6833050,0,0,1,39,115,1,0,0
BUENOS AIRES,Tres Arroyos,Orense,6833060,0,0,226,331,208,34,0,0
BUENOS AIRES,Tres Arroyos,Reta,6833070,0,0,161,62,1,0,0,0
BUENOS AIRES,Tres Arroyos,San Francisco de Bellocq,6833080,0,0,21,0,99,0,0,0
BUENOS AIRES,Tres Arroyos,San Mayol,6833090,0,0,0,0,20,0,0,0
BUENOS AIRES,Tres Arroyos,Tres Arroyos,6833100,2,40,4930,2009,665,1070,978,2
BUENOS AIRES,Tres De Febrero,11 De Septiembre,6840010,0,5,16,23,2,2,363,2
BUENOS AIRES,Tres De Febrero,Caseros,6840010,2,102,644,1067,989,38,11133,1
BUENOS AIRES,Tres De Febrero,Churruca,6840010,0,1,8,23,0,1559,529,0
BUENOS AIRES,Tres De Febrero,Ciudad Jardín Lomas del Palomar,6840010,0,39,163,225,129,9,1362,0
BUENOS AIRES,Tres De Febrero,Ciudadela,6840010,15,52,217,573,366,8094,6866,1
BUENOS AIRES,Tres De Febrero,El Libertador,6840010,0,7,81,107,25,22,1634,0
BUENOS AIRES,Tres De Febrero,Jose Ingenieros,6840010,0,21,44,65,16,3,713,0
BUENOS AIRES,Tres De Febrero,Loma Hermosa,6840010,0,68,516,386,122,15,1449,0
BUENOS AIRES,Tres De Febrero,Martín Coronado,6840010,1,18,127,98,24,3,3039,0
BUENOS AIRES,Tres De Febrero,Pablo Podestá,6840010,0,33,392,999,594,25,881,4
BUENOS AIRES,Tres De Febrero,Remedios De Escalada,6840010,0,21,70,89,32,3,6372,0
BUENOS AIRES,Tres De Febrero,Saenz Peña,6840010,1,21,83,150,56,3,1586,0
BUENOS AIRES,Tres De Febrero,Santos Lugares,6840010,0,29,144,185,64,7,2042,0
BUENOS AIRES,Tres De Febrero,Villa Bosch (Est. Juan Maria Bosch),6840010,0,22,99,184,43,3125,3384,0
BUENOS AIRES,Tres De Febrero,Villa Raffo,6840010,0,16,81,63,6,3,823,0
BUENOS AIRES,Tres Lomas,Tres Lomas,6847020,0,0,773,500,90,0,2,0
BUENOS AIRES,Vicente López,Carapachay,6861010,1,69,294,324,209,14,2253,1
BUENOS AIRES,Vicente López,Florida,6861010,2,77,362,811,538,65,5784,1
BUENOS AIRES,Vicente López,Florida Oeste,6861010,6,2,153,234,47,24,3178,0
BUENOS AIRES,Vicente López,La Lucila,6861010,1,19,131,103,82,7,989,0
BUENOS AIRES,Vicente López,Munro,6861010,10,64,290,483,111,77,5861,8
BUENOS AIRES,Vicente López,Olivos,6861010,3,102,449,701,464,1036,7886,11
BUENOS AIRES,Vicente López,Vicente López,6861010,0,41,94,168,132,149,2621,15
BUENOS AIRES,Vicente López,Villa Adelina,6861010,0,0,1,31,1,9,1011,0
BUENOS AIRES,Vicente López,Villa Martelli,6861010,1,31,426,664,326,1144,3636,4
BUENOS AIRES,Villa Gesell,Villa Gesell,6868020,0,0,1967,7285,152,62,1323,1
BUENOS AIRES,Villarino,Argerich,6875010,0,0,28,1,0,0,0,0
BUENOS AIRES,Villarino,Country Los Medanos,6875025,0,0,244,23,0,0,0,0
BUENOS AIRES,Villarino,Juan Cousté  (Est. Algarrobo),6875040,0,0,75,7,0,0,0,0
BUENOS AIRES,Villarino,Mayor Buratovich,6875050,0,0,168,384,47,26,8,0
BUENOS AIRES,Villarino,Médanos,6875060,0,0,379,184,336,0,0,0
BUENOS AIRES,Villarino,Pedro Luro,6875070,0,0,750,5,791,1499,145,0
BUENOS AIRES,Villarino,Teniente Origone,6875080,0,0,160,10,4,0,0,0
BUENOS AIRES,Zárate,Lima,6882040,0,0,0,4,0,1,0,4
BUENOS AIRES,Zárate,Zárate,6882050,5,78,814,856,4971,1269,5136,705
CABA,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,2000010,516,5096,31320,64653,36336,61172,210480,511
CABA,OTROS,OTROS,Sin Datos,0,0,0,0,0,0,0,106261
CATAMARCA,Ambato,El Bolsón,10007030,1,0,0,0,0,0,0,1
CATAMARCA,Ambato,El Rodeo,10007040,1,5,100,0,0,0,0,47
CATAMARCA,Ambato,La Puerta,10007060,5,0,0,0,0,0,0,0
CATAMARCA,Ambato,Las Chacritas,10007070,1,0,0,0,0,0,0,0
CATAMARCA,Ambato,Los Talas,10007100,0,0,66,0,0,0,0,0
CATAMARCA,Ambato,Los Varela,10007110,1,0,0,0,0,0,0,0
CATAMARCA,Ancasti,Ancasti,10014010,1,0,0,0,0,0,0,0
CATAMARCA,Andalgalá,Aconquija,10021010,1,0,0,0,0,0,0,0
CATAMARCA,Andalgalá,Andalgalá,10021020,2,32,171,523,438,0,0,0
CATAMARCA,Andalgalá,Chaquiago,10021030,1,0,0,23,0,0,0,0
CATAMARCA,Andalgalá,El Alamito,10021050,0,0,20,0,0,0,0,0
CATAMARCA,Andalgalá,El Potrero,10021070,0,0,0,13,0,0,0,0
CATAMARCA,Andalgalá,La Aguada,10021080,0,0,0,16,0,0,0,0
CATAMARCA,Andalgalá,La Mesada,10021010,0,0,0,9,0,0,0,0
CATAMARCA,Antofagasta de la Sierra,Antofagasta de la Sierra,10028010,0,0,0,0,0,0,0,10
CATAMARCA,Belén,Belén,10035020,3,0,30,0,0,0,0,3
CATAMARCA,Belén,El Durazno,10035050,0,0,0,0,0,0,0,2
CATAMARCA,Belén,Hualfín,10035070,1,0,0,0,0,0,0,0
CATAMARCA,Belén,Las Juntas,10035100,0,5,0,0,0,0,0,0
CATAMARCA,Belén,Londres,10035110,1,0,20,0,0,0,0,0
CATAMARCA,Capayán,Capayán,10042030,1,0,0,0,0,0,0,0
CATAMARCA,Capayán,Chumbicha,10042040,1,0,105,312,150,48,0,0
CATAMARCA,Capayán,Colonia del Valle,10042050,1,0,0,0,0,0,0,0
CATAMARCA,Capayán,Colonia Nueva Coneta,10042060,1,0,8,1,0,9,0,0
CATAMARCA,Capayán,Coneta,10042080,1,0,10,0,0,0,0,0
CATAMARCA,Capayán,Huillapima,10042100,1,0,5,0,0,9,0,1
CATAMARCA,Capayán,Los Angeles,10042110,0,0,5,0,0,0,0,0
CATAMARCA,Capayán,Miraflores,10042120,2,0,7,0,0,10,0,0
CATAMARCA,Capayán,San Martín,10042130,7,0,0,0,0,0,0,0
CATAMARCA,Capital,El Pantanillo,10049020,2,0,1,3,1,0,0,0
CATAMARCA,Capital,San Fernando del Valle de Catamarca,10049030,1,256,1886,2596,2883,2294,28588,0
CATAMARCA,El Alto,El Alto,10056010,1,0,28,0,0,0,0,0
CATAMARCA,El Alto,Tapso,10056050,1,0,0,0,0,0,0,0
CATAMARCA,Fray Mamerto Esquiú,El Hueco,10063050,0,0,0,0,0,8,11,0
CATAMARCA,Fray Mamerto Esquiú,La Carrera,10063050,1,0,0,0,0,0,0,0
CATAMARCA,Fray Mamerto Esquiú,La Falda De San Antonio,10063050,0,0,5,0,0,0,0,0
CATAMARCA,Fray Mamerto Esquiú,La Tercena,10063050,0,0,5,0,0,0,0,0
CATAMARCA,Fray Mamerto Esquiú,San Antonio,10063050,0,0,0,0,0,0,2,0
CATAMARCA,Fray Mamerto Esquiú,Villa Las Pirquitas,10063050,1,0,0,0,0,0,0,0
CATAMARCA,La Paz,Icaño,10070070,1,0,0,0,0,0,0,0
CATAMARCA,La Paz,Quirós,10070120,0,0,27,0,0,0,0,0
CATAMARCA,La Paz,Recreo,10070140,1,5,17,132,21,0,11,0
CATAMARCA,La Paz,San Antonio,10070150,0,0,26,0,0,0,0,0
CATAMARCA,OTROS,OTROS,Sin Datos,0,0,0,0,0,0,0,63
CATAMARCA,Paclín,La Merced,10077050,4,5,12,48,10,0,0,0
CATAMARCA,Paclín,La Viña,10077060,0,0,10,0,0,0,0,0
CATAMARCA,Paclín,Las Lajas,10077070,1,0,0,0,0,0,0,0
CATAMARCA,Paclín,San Antonio,10077100,1,0,7,0,0,0,0,0
CATAMARCA,Pomán,Colpes,10084030,0,0,16,0,0,0,0,0
CATAMARCA,Pomán,Mutquin,10084060,1,0,0,0,0,0,0,0
CATAMARCA,Pomán,Pomán,10084070,2,0,0,0,0,0,0,0
CATAMARCA,Pomán,San Miguel,10084090,0,0,0,0,0,7,0,0
CATAMARCA,Pomán,Saujil,10084100,1,0,0,0,0,169,0,0
CATAMARCA,Pomán,Siján,10084110,1,0,0,0,0,0,0,0
CATAMARCA,Santa María,La Loma,10091100,1,0,0,0,0,0,0,0
CATAMARCA,Santa María,San José,10091140,1,0,0,0,0,0,0,0
CATAMARCA,Santa María,Santa María,10091150,1,0,0,0,0,0,0,2151
CATAMARCA,Santa Rosa,Alijilán,10098010,2,0,0,0,0,0,0,0
CATAMARCA,Santa Rosa,Bañado de Ovanta,10098020,1,0,0,0,0,0,0,0
CATAMARCA,Santa Rosa,Lavalle,10098040,1,0,0,0,0,0,0,0
CATAMARCA,Santa Rosa,Los Altos,10098050,1,0,6,0,0,0,0,0
CATAMARCA,Tinogasta,Fiambalá,10105110,1,0,8,0,0,7,0,2
CATAMARCA,Tinogasta,Tinogasta,10105180,2,2,100,1189,914,109,0,0
CATAMARCA,Valle Viejo,El Bañado,10112030,0,0,0,0,0,3,2,0
CATAMARCA,Valle Viejo,El Portezuelo,10112010,6,0,0,0,0,0,0,0
CATAMARCA,Valle Viejo,Polcos,10112030,0,0,0,0,0,55,107,0
CATAMARCA,Valle Viejo,Pozo Del Mistol,10112030,0,0,0,0,0,1,15,0
CATAMARCA,Valle Viejo,San Isidro,10112040,0,0,5,163,221,169,1244,0
CATAMARCA,Valle Viejo,Santa Rosa,10112030,0,0,5,0,0,205,353,0
CATAMARCA,Valle Viejo,Sumalao,10112030,0,5,0,0,0,0,1,0
CATAMARCA,Valle Viejo,Villa Dolores,10112030,0,0,5,0,0,19,54,0
CHACO,12 de Octubre,Gancedo,22036010,2,0,12,74,0,0,0,0
CHACO,12 de Octubre,General Capdevila,22036020,0,0,0,26,0,0,0,0
CHACO,12 de Octubre,General Pinedo,22036030,2,2,54,505,50,99,4,0
CHACO,1º de Mayo,Colonia Benítez,22126020,1,1,25,93,27,0,0,0
CHACO,1º de Mayo,Margarita Belén,22126030,0,1,119,257,38,184,0,0
CHACO,2 de Abril,Hermoso Campo,22039010,29,0,35,102,0,44,0,0
CHACO,2 de Abril,Itín,22039020,0,0,0,516,0,0,0,0
CHACO,25 de Mayo,Colonia Aborigen,22168010,0,0,0,46,0,0,0,0
CHACO,25 de Mayo,Machagai,22168020,0,2,432,503,50,0,0,0
CHACO,9 de Julio,Las Breñas,22105010,1,10,322,863,92,1,2,1
CHACO,Almirante Brown,Concepción del Bermejo,22007010,227,136,237,0,0,0,0,0
CHACO,Almirante Brown,Los Frentones,22007020,1,0,293,38,11,0,0,0
CHACO,Almirante Brown,Pampa del Infierno,22007030,4,0,1208,165,47,0,0,1
CHACO,Almirante Brown,Taco Pozo,22007050,3,0,49,199,116,0,0,1
CHACO,Bermejo,General Vedia,22014010,1,1,174,112,38,0,0,0
CHACO,Bermejo,Isla del Cerrito,22014020,1,0,0,0,0,0,0,0
CHACO,Bermejo,La Leonesa,22014030,0,7,301,391,46,0,0,0
CHACO,Bermejo,Las Palmas,22014040,1,0,278,0,35,0,0,0
CHACO,Bermejo,Puerto Bermejo Nuevo,22014050,0,0,61,0,27,0,0,0
CHACO,Bermejo,Puerto Eva Perón,22014070,1,0,54,0,0,0,0,0
CHACO,Chacabuco,Charata,22028010,2,10,772,2052,231,167,10,0
CHACO,Comandante Fernández,Presidencia Roque Sáenz Peña,22021010,2,73,925,1223,1182,786,222,40
CHACO,Fray Justo Santa María de Oro,Chorotis,22043010,0,0,0,0,0,0,0,25
CHACO,Fray Justo Santa María de Oro,OTROS,Sin Datos,0,0,0,0,0,0,0,60
CHACO,Fray Justo Santa María de Oro,Santa Sylvina,22043020,33,0,0,0,0,0,0,950
CHACO,General Belgrano,Corzuela,22049010,1,1,61,118,12,0,0,0
CHACO,General Donovan,La Escondida,22056010,2,0,279,182,43,6,1,0
CHACO,General Donovan,La Verde,22056020,2,0,470,8,16,1,1,0
CHACO,General Donovan,Lapachito,22056030,0,1,0,23,30,7,1,0
CHACO,General Donovan,Makallé,22056040,1,0,439,30,5,0,0,0
CHACO,General Güemes,El Espinillo,22063010,1,0,0,0,0,0,0,0
CHACO,General Güemes,El Sauzal,22063020,0,0,62,0,0,0,0,2
CHACO,General Güemes,El Sauzalito,22063030,1,0,0,0,0,0,0,0
CHACO,General Güemes,Fortín Lavalle,22063040,0,0,36,0,0,0,0,0
CHACO,General Güemes,Fuerte Esperanza,22063050,0,0,3,0,0,0,0,2
CHACO,General Güemes,Juan José Castelli,22063060,0,3,505,886,78,0,0,0
CHACO,General Güemes,Miraflores,22063070,0,0,305,145,173,4,3,0
CHACO,General Güemes,Nueva Pompeya,22063080,3,0,308,2,0,0,0,0
CHACO,General Güemes,Villa Río Bermejito,22063100,2,0,180,198,0,0,0,0
CHACO,General Güemes,Wichi,22063110,0,0,91,0,0,0,0,2
CHACO,Independencia,Avia Terai,22070010,1,1,22,53,17,0,0,0
CHACO,Independencia,Campo Largo,22070020,0,0,36,84,13,0,0,3
CHACO,Libertad,Colonia Popular,22077010,0,0,0,0,5,0,0,0
CHACO,Libertad,Laguna Blanca,22077030,2,0,0,0,6,0,0,0
CHACO,Libertad,Puerto Tirol,22077040,0,3,224,348,75,261,0,0
CHACO,Libertador General San Martín,Ciervo Petiso,22084010,1,0,0,0,46,0,0,0
CHACO,Libertador General San Martín,General José de San Martín,22084020,0,4,256,567,129,990,3258,0
CHACO,Libertador General San Martín,La Eduvigis,22084030,1,0,0,0,0,0,0,0
CHACO,Libertador General San Martín,Laguna Limpia,22084040,0,0,0,32,49,0,0,0
CHACO,Libertador General San Martín,Pampa Almirón,22084050,0,0,11,0,27,0,0,0
CHACO,Libertador General San Martín,Pampa del Indio,22084060,2,0,42,60,438,0,0,0
CHACO,Libertador General San Martín,Presidencia Roca,22084070,2,0,58,0,73,0,0,0
CHACO,Maipú,Tres Isletas,22091010,0,1,98,306,86,0,0,0
CHACO,Mayor Luis J. Fontana,Coronel Du Graty,22098010,74,0,161,147,66,0,0,504
CHACO,Mayor Luis J. Fontana,Enrique Urién,22098020,0,0,9,0,0,0,0,0
CHACO,Mayor Luis J. Fontana,Villa Angela,22098030,0,136,1594,1690,178,50,7,66
CHACO,O Higgins,La Clotilde,22112010,33,0,43,0,0,0,0,116
CHACO,O Higgins,La Tigra,22112020,1,0,0,0,1,0,0,252
CHACO,O Higgins,San Bernardo,22112030,3,0,159,0,0,0,0,38
CHACO,OTROS,OTROS,Sin Datos,0,0,0,0,0,0,0,1835
CHACO,Presidencia de la Plaza,Presidencia de la Plaza,22119010,0,1,597,144,25,0,1,0
CHACO,Quitilipi,Quitilipi,22133010,0,2,290,613,59,1,0,0
CHACO,Quitilipi,Villa El Palmar,22133020,0,0,0,69,0,0,0,0
CHACO,San Fernando,Barranqueras,22140010,0,0,274,2,1,1,179,0
CHACO,San Fernando,Basail,22140020,1,0,85,120,14,1,0,1
CHACO,San Fernando,Fontana,22140040,0,0,65,13,151,1,0,0
CHACO,San Fernando,OTROS,Sin Datos,3,0,0,0,0,0,0,0
CHACO,San Fernando,Puerto Vilelas,22140050,1,0,1,0,0,0,0,0
CHACO,San Fernando,Resistencia,22140060,6,400,3485,4405,2774,126,23866,10
CHACO,San Lorenzo,Samuhú,22147010,1,0,0,0,0,0,0,0
CHACO,San Lorenzo,Villa Berthet,22147020,1,0,384,372,29,0,2,0
CHACO,Sargento Cabral,Capitán Solari,22154010,0,0,41,0,30,0,0,0
CHACO,Sargento Cabral,Colonia Elisa,22154020,2,0,0,0,0,0,0,0
CHACO,Sargento Cabral,Colonias Unidas,22154030,0,0,0,15,0,320,0,0
CHACO,Sargento Cabral,Las Garcitas,22154050,1,0,0,49,65,0,0,0
CHACO,Tapenagá,Charadai,22161010,1,0,17,0,0,0,0,0
CHUBUT,Biedma,Arroyo Verde,26007010,1,0,0,0,0,0,0,2
CHUBUT,Biedma,Puerto Madryn,26007020,1,161,4161,6766,4165,7890,6359,10076
CHUBUT,Biedma,Puerto Pirámide,26007030,1,0,37,0,0,0,0,0
CHUBUT,Biedma,Quinta El Mirador,26007040,0,0,21,1,0,0,0,0
CHUBUT,Biedma,Reserva Area Protegida El Doradillo,26007050,0,0,126,1,0,0,0,0
CHUBUT,Cushamen,Cholila,26014020,1,0,0,0,0,0,0,0
CHUBUT,Cushamen,El Hoyo,26014040,0,120,1159,0,77,0,15,0
CHUBUT,Cushamen,El Maitén,26014050,0,246,379,0,0,0,0,0
CHUBUT,Cushamen,Epuyén,26014060,0,0,0,1184,0,0,0,0
CHUBUT,Cushamen,Gualjaina,26014070,2,0,0,0,0,0,0,0
CHUBUT,Cushamen,Lago Puelo,26014090,0,112,728,38,152,0,2,122
CHUBUT,Cushamen,Leleque,26014100,1,0,0,0,0,0,0,2
CHUBUT,Escalante,Acceso Norte,26021020,0,0,0,0,0,0,0,2
CHUBUT,Escalante,Barrio Caleta Cordova,26021020,0,0,0,0,0,0,0,2
CHUBUT,Escalante,Comodoro Rivadavia,26021030,40,551,21579,6336,16615,3694,1989,567
CHUBUT,Escalante,Diadema Argentina,26021040,0,0,172,0,9,147,0,0
CHUBUT,Escalante,Km. 11 - Cuarteles,26021020,0,0,0,0,0,0,0,1
CHUBUT,Escalante,Rada Tilly,26021050,0,31,414,1556,545,179,0,1
CHUBUT,Florentino Ameghino,Camarones,26028010,1,11,197,0,0,0,0,0
CHUBUT,Florentino Ameghino,Garayalde,26028020,0,0,2,0,0,0,0,1
CHUBUT,Futaleufú,Corcovado,26035020,2,0,0,0,0,0,0,0
CHUBUT,Futaleufú,Esquel,26035030,6,42,6366,2023,1162,36,0,1
CHUBUT,Futaleufú,Lago Rosario,26035040,0,0,0,0,0,0,0,1
CHUBUT,Futaleufú,Los Cipreses,26035050,0,0,0,0,0,0,0,1
CHUBUT,Futaleufú,Trevelín,26035060,2,12,509,234,258,0,0,0
CHUBUT,Futaleufú,Villa Futalaufquen,26035070,0,0,0,0,0,0,0,9
CHUBUT,Gaiman,28 de Julio,26042040,1,0,0,12,0,1,0,0
CHUBUT,Gaiman,Dolavon,26042020,1,0,0,55,0,0,0,50
CHUBUT,Gaiman,Gaiman,26042030,2,9,51,164,404,143,100,100
CHUBUT,Gaiman,OTROS,Sin Datos,14,0,0,0,0,0,0,0
CHUBUT,Gastre,Blancuntre,26049010,1,0,0,0,0,0,0,0
CHUBUT,Gastre,El Escorial,26049020,1,0,0,0,0,0,0,0
CHUBUT,Gastre,Gastre,26049030,0,0,103,0,0,0,0,0
CHUBUT,Gastre,Lagunita Salada,26049040,1,0,7,0,0,0,0,0
CHUBUT,Gastre,Yala Laubat,26049050,1,0,0,0,0,0,0,0
CHUBUT,Languiñeo,Aldea Epulef,26056010,1,0,5,0,0,0,0,0
CHUBUT,Languiñeo,Carrenleufú,26056020,1,0,0,0,0,0,0,0
CHUBUT,Languiñeo,Colan Conhue,26056030,1,0,4,0,0,0,0,0
CHUBUT,Languiñeo,Paso del Sapo,26056040,1,0,30,0,0,0,0,1
CHUBUT,Languiñeo,Tecka,26056050,1,0,0,0,0,0,0,0
CHUBUT,Mártires,El Mirasol,26063010,1,0,0,0,0,0,0,0
CHUBUT,Mártires,Las Plumas,26063020,1,0,0,0,0,0,0,0
CHUBUT,OTROS,OTROS,Sin Datos,0,0,0,0,0,0,0,4837
CHUBUT,Paso de Indios,Cerro Cóndor,26070010,1,0,0,0,0,1,0,0
CHUBUT,Paso de Indios,Los Altares,26070020,1,0,0,0,0,0,0,2
CHUBUT,Paso de Indios,Paso de Indios,26070030,1,0,0,0,0,0,0,0
CHUBUT,Rawson,Playa Magagna,26077010,0,0,1703,101,0,0,0,0
CHUBUT,Rawson,Playa Unión,26077020,0,9,485,309,418,71,90,30
CHUBUT,Rawson,Rawson,26077030,1,27,1147,1863,1835,1845,1987,3540
CHUBUT,Rawson,Trelew,26077040,5,142,3745,10087,9082,2749,6957,442
CHUBUT,Río Senguer,Aldea Apeleg,26084010,1,1,0,0,0,0,0,0
CHUBUT,Río Senguer,Aldea Beleiro,26084020,1,0,0,0,0,0,0,1
CHUBUT,Río Senguer,Alto Río Senguer,26084030,2,1,0,0,0,0,0,0
CHUBUT,Río Senguer,Doctor Ricardo Rojas,26084040,1,0,0,0,0,0,0,0
CHUBUT,Río Senguer,Facundo,26084050,1,0,40,0,0,0,0,1
CHUBUT,Río Senguer,Lago Blanco,26084060,1,0,0,0,0,0,0,0
CHUBUT,Río Senguer,Río Mayo,26084070,1,0,366,180,0,0,0,221
CHUBUT,Sarmiento,Buen Pasto,26091010,1,0,0,0,0,0,0,0
CHUBUT,Sarmiento,Sarmiento,26091020,0,139,2868,95,2,0,1,5
CHUBUT,Tehuelches,José de San Martín,26098030,1,0,0,0,0,0,0,0
CHUBUT,Tehuelches,Río Pico,26098040,1,0,0,0,0,0,0,1
CHUBUT,Telsen,Gan Gan,26105010,1,0,11,0,1,0,0,0
CHUBUT,Telsen,Telsen,26105020,1,0,42,2,3,3,8,7
CORDOBA,Calamuchita,Amboy,14007010,0,0,10,0,0,0,0,0
CORDOBA,Calamuchita,Cañada del Sauce,14007030,0,0,0,0,1,0,0,0
CORDOBA,Calamuchita,Capilla Vieja,14007040,0,0,5,0,0,0,0,0
CORDOBA,Calamuchita,El Corcovado - El Torreón,14007050,0,0,3,0,0,0,0,0
CORDOBA,Calamuchita,Embalse,14007060,1,0,1443,732,393,572,82,253
CORDOBA,Calamuchita,La Cruz,14007070,0,2,124,237,9,0,0,0
CORDOBA,Calamuchita,La Cumbrecita,14007080,0,55,145,0,50,0,0,0
CORDOBA,Calamuchita,Las Bajadas,14007090,0,1,33,1,0,0,0,0
CORDOBA,Calamuchita,Las Caleras,14007100,0,0,7,0,0,0,0,0
CORDOBA,Calamuchita,Los Cóndores,14007110,1,0,819,116,4,0,0,0
CORDOBA,Calamuchita,Los Molinos,14007120,0,11,21,11,2,0,0,0
CORDOBA,Calamuchita,Los Reartes,14007130,1,1,206,261,313,135,59,0
CORDOBA,Calamuchita,Parque Calmayo,14007160,0,28,13,1,0,0,0,0
CORDOBA,Calamuchita,Río de los Sauces,14007170,0,0,2,0,0,0,0,0
CORDOBA,Calamuchita,San Agustín,14007180,0,111,4,1,0,0,0,0
CORDOBA,Calamuchita,San Ignacio (Loteo San Javier),14007190,0,0,2,0,0,0,0,0
CORDOBA,Calamuchita,Santa Rosa de Calamuchita,14007210,0,30,2580,2553,817,48,11,8
CORDOBA,Calamuchita,Segunda Usina,14007220,0,0,44,21,2,0,0,0
CORDOBA,Calamuchita,Villa Alpina,14007240,0,0,2,0,0,0,0,0
CORDOBA,Calamuchita,Villa Amancay,14007250,0,0,16,0,0,0,0,0
CORDOBA,Calamuchita,Villa Berna,14007260,0,0,13,23,1,0,0,0
CORDOBA,Calamuchita,Villa Ciudad Parque Los Reartes,14007170,0,0,290,86,19,0,0,5
CORDOBA,Calamuchita,Villa Ciudad Parque Los Reartes (1a. Sección),14007270,0,0,77,154,21,0,0,0
CORDOBA,Calamuchita,Villa Ciudad Parque Los Reartes (3a. Sección),14007170,0,0,8,0,0,0,0,0
CORDOBA,Calamuchita,Villa del Dique,14007290,0,272,1073,480,58,1,2,0
CORDOBA,Calamuchita,Villa General Belgrano,14007310,1,0,490,536,71,0,1,1
CORDOBA,Calamuchita,Villa Quillinzo,14007330,0,0,21,96,7,0,0,0
CORDOBA,Calamuchita,Villa Rumipal,14007340,0,0,1048,344,62,2,1,0
CORDOBA,Calamuchita,Villa San Miguel,14007170,0,3,4,1,0,0,0,0
CORDOBA,Calamuchita,Villa Yacanto,14007360,0,0,5,2,0,0,0,0
CORDOBA,Capital,Córdoba,14014010,20,2096,21510,19917,18733,1624,144467,75
CORDOBA,Colón,Agua de Oro,14021010,0,115,294,36,55,0,0,0
CORDOBA,Colón,Ascochinga,14021020,0,0,46,68,8,0,0,0
CORDOBA,Colón,Colonia Caroya,14021050,0,129,880,75,5,5,5330,19
CORDOBA,Colón,Colonia Tirolesa,14021060,0,28,410,824,314,2,0,0
CORDOBA,Colón,Dumesnil,14021270,0,0,9,9,15,0,0,0
CORDOBA,Colón,El Manzano,14021110,0,0,144,0,0,0,1,0
CORDOBA,Colón,General Paz,14021130,0,0,15,111,35,0,0,0
CORDOBA,Colón,Jesús María,14021140,0,70,738,194,40,3,6021,20
CORDOBA,Colón,La Calera,14021150,1,15,851,1175,713,15,269,0
CORDOBA,Colón,La Granja,14021160,0,26,176,220,40,0,0,0
CORDOBA,Colón,Los Molles,14021180,2,0,0,0,0,0,0,0
CORDOBA,Colón,Malvinas Argentinas,14021190,0,4,433,747,386,1,0,0
CORDOBA,Colón,Mendiolaza,14021200,0,3,194,621,686,54,329,137
CORDOBA,Colón,Mi Granja,14021210,0,0,0,1,0,0,0,0
CORDOBA,Colón,OTROS,Sin Datos,0,0,16,0,0,0,0,0
CORDOBA,Colón,Pajas Blancas,14021220,0,0,18,0,0,0,0,0
CORDOBA,Colón,Río Ceballos,14021230,1,98,476,479,226,11,286,3
CORDOBA,Colón,Saldán,14021240,0,2,418,146,480,181,258,1
CORDOBA,Colón,Salsipuedes,14021250,0,0,1452,28,2,4,21,0
CORDOBA,Colón,Unquillo,14021280,0,73,1728,1208,522,9,51,0
CORDOBA,Colón,Villa Allende,14021290,0,9,331,439,658,112,595,0
CORDOBA,Colón,Villa Cerro Azul,14021300,0,25,60,10,0,0,0,0
CORDOBA,Colón,Villa El Fachinal - Parque Norte - Guiñazú Norte,14021310,1,7,160,167,13,0,0,0
CORDOBA,Colón,Villa Los Llanos - Juárez Celman,14021320,0,1,301,858,165,7,14,0
